search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,default_start_sec,default_end_sec,why_dynamic,notes,collector_notes,capability_label,dynamic_concept_id,dynamic_concept,capability_queue_rank
control loop step response video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,A controlled variable rises past target and oscillates or settles back.,capability_label=DCR; dynamic_concept_id=DCR_ENG_PID_001; linked_principle_id=ENG_PRS_003; aliases=control overshoot; feedback overshoot; setpoint overshoot; reject=Reject clips without visible target/setpoint or response trace.; hard_negative_concepts=steady tracking; random vibration; open-loop motion,capability_label=DCR; dynamic_concept_id=DCR_ENG_PID_001; linked_principle_id=ENG_PRS_003; aliases=control overshoot; feedback overshoot; setpoint overshoot; reject=Reject clips without visible target/setpoint or response trace.; hard_negative_concepts=steady tracking; random vibration; open-loop motion,DCR,DCR_ENG_PID_001,PID overshoot,324
channel blockage particle accumulation video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Particles collect in a filter/channel, flow slows, and blockage worsens.",principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation; capability_label=DMR,principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation; capability_label=DMR,DMR,,,325
fouling filter time lapse,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Particles collect in a filter/channel, flow slows, and blockage worsens.",principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation; capability_label=DMR,principle_id=ENG_FAIL_002; priority=core; reject=Reject final clogged filters without accumulation sequence.; hard_negative_family=sedimentation; filtration normal; precipitation; capability_label=DMR,DMR,,,326
water hammer pressure transient demonstration,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Valve closure or flow interruption is followed by visible pipe vibration, pressure spike, or banging.",capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,capability_label=DCR; dynamic_concept_id=DCR_ENG_WATER_001; linked_principle_id=ENG_PRS_003; aliases=hydraulic shock; pipe water hammer; reject=Reject clips without a flow-change trigger.; hard_negative_concepts=steady pump flow; cavitation; ordinary vibration,DCR,DCR_ENG_WATER_001,water hammer,327
siphon experiment video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,Liquid continues through an inverted tube with visible source/drain level changes.,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,capability_label=DCR; dynamic_concept_id=DCR_PHY_SIPHON_001; linked_principle_id=PHY_FLU_003; aliases=siphon flow; self-sustaining siphon; reject=Reject clips where flow is pump-driven or not visibly continuous after priming.; hard_negative_concepts=pump flow; capillary rise; simple pouring,DCR,DCR_PHY_SIPHON_001,siphon,328
Axel jump slow motion,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,oscillation_rotation_and_vibration,0,60,"Forward outside-edge takeoff, multiple airborne rotations, and backward landing are visible.",capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,capability_label=DCR; dynamic_concept_id=DCR_PHY_SKATE_001; linked_principle_id=PHY_OSC_003; aliases=Axel jump; figure skating Axel; 3A; reject=Reject clips where the full takeoff-to-landing sequence is not visible.; hard_negative_concepts=toe loop; Salchow; double Axel,DCR,DCR_PHY_SKATE_001,triple Axel,329
Levy walk bacteria tracking video,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Tracked trajectories show long runs interrupted by reorientation turns.,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating; capability_label=DMR,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating; capability_label=DMR,DMR,,,330
intermittent search trajectory time lapse,biology_living_systems,__construct_after_principle_video_gate__,biology_living_systems,organism_behavior_and_taxis,0,60,Tracked trajectories show long runs interrupted by reorientation turns.,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating; capability_label=DMR,principle_id=BIO_TAX_004; priority=core; reject=Reject smooth swimming or untracked crowd motion.; hard_negative_family=diffusion; taxis gradient; ciliary beating; capability_label=DMR,DMR,,,331
iodine clock reaction video,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,A mixture remains light and then abruptly turns dark after a delay.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_CLOCK_001; linked_principle_id=CHM_RED_001; aliases=clock reaction; starch iodine clock; reject=Reject gradual color changes without a delayed abrupt endpoint.; hard_negative_concepts=pH indicator; simple dye mixing; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_CLOCK_001; linked_principle_id=CHM_RED_001; aliases=clock reaction; starch iodine clock; reject=Reject gradual color changes without a delayed abrupt endpoint.; hard_negative_concepts=pH indicator; simple dye mixing; precipitation,DCR,DCR_CHEM_CLOCK_001,iodine clock reaction,332
tornado formation time lapse,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,A funnel lowers or tightens while surface debris/rotation develops.,capability_label=DCR; dynamic_concept_id=DCR_EAR_TORN_001; linked_principle_id=EAR_WEA_002; aliases=funnel cloud formation; tornadogenesis; reject=Reject clips that only show a mature distant tornado without formation evidence.; hard_negative_concepts=downburst; dust devil; supercell without funnel,capability_label=DCR; dynamic_concept_id=DCR_EAR_TORN_001; linked_principle_id=EAR_WEA_002; aliases=funnel cloud formation; tornadogenesis; reject=Reject clips that only show a mature distant tornado without formation evidence.; hard_negative_concepts=downburst; dust devil; supercell without funnel,DCR,DCR_EAR_TORN_001,tornado genesis,333
vibration amplitude growth structural failure video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,"Vibration amplitude grows and structure deforms, loses control, or breaks.",principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation; capability_label=DMR,principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation; capability_label=DMR,DMR,,,334
rotating machinery resonance instability video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,"Vibration amplitude grows and structure deforms, loses control, or breaks.",principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation; capability_label=DMR,principle_id=ENG_FAIL_001; priority=core; reject=Reject failures with no visible oscillation growth.; hard_negative_family=impact fracture; damping; normal operation; capability_label=DMR,DMR,,,335
Kelvin Helmholtz instability time lapse,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,"Billows roll up along a fluid, cloud, or density interface.",capability_label=DCR; dynamic_concept_id=DCR_PHY_WAVE_001; linked_principle_id=PHY_FLU_001; aliases=shear wave billows; Kelvin Helmholtz clouds; reject=Reject clips without interface roll-up or with only static cloud shapes.; hard_negative_concepts=surface gravity waves; smoke plume; static cloud bands,capability_label=DCR; dynamic_concept_id=DCR_PHY_WAVE_001; linked_principle_id=PHY_FLU_001; aliases=shear wave billows; Kelvin Helmholtz clouds; reject=Reject clips without interface roll-up or with only static cloud shapes.; hard_negative_concepts=surface gravity waves; smoke plume; static cloud bands,DCR,DCR_PHY_WAVE_001,Kelvin-Helmholtz instability,336
iodine clock delayed color change,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,A mixture remains light and then abruptly turns dark after a delay.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_CLOCK_001; linked_principle_id=CHM_RED_001; aliases=clock reaction; starch iodine clock; reject=Reject gradual color changes without a delayed abrupt endpoint.; hard_negative_concepts=pH indicator; simple dye mixing; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_CLOCK_001; linked_principle_id=CHM_RED_001; aliases=clock reaction; starch iodine clock; reject=Reject gradual color changes without a delayed abrupt endpoint.; hard_negative_concepts=pH indicator; simple dye mixing; precipitation,DCR,DCR_CHEM_CLOCK_001,iodine clock reaction,337
funnel cloud genesis video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,A funnel lowers or tightens while surface debris/rotation develops.,capability_label=DCR; dynamic_concept_id=DCR_EAR_TORN_001; linked_principle_id=EAR_WEA_002; aliases=funnel cloud formation; tornadogenesis; reject=Reject clips that only show a mature distant tornado without formation evidence.; hard_negative_concepts=downburst; dust devil; supercell without funnel,capability_label=DCR; dynamic_concept_id=DCR_EAR_TORN_001; linked_principle_id=EAR_WEA_002; aliases=funnel cloud formation; tornadogenesis; reject=Reject clips that only show a mature distant tornado without formation evidence.; hard_negative_concepts=downburst; dust devil; supercell without funnel,DCR,DCR_EAR_TORN_001,tornado genesis,338
Kelvin Helmholtz clouds video,physics_physical_systems,__construct_after_dcr_video_gate__,physics_physical_systems,fluids_pressure_and_buoyancy,0,60,"Billows roll up along a fluid, cloud, or density interface.",capability_label=DCR; dynamic_concept_id=DCR_PHY_WAVE_001; linked_principle_id=PHY_FLU_001; aliases=shear wave billows; Kelvin Helmholtz clouds; reject=Reject clips without interface roll-up or with only static cloud shapes.; hard_negative_concepts=surface gravity waves; smoke plume; static cloud bands,capability_label=DCR; dynamic_concept_id=DCR_PHY_WAVE_001; linked_principle_id=PHY_FLU_001; aliases=shear wave billows; Kelvin Helmholtz clouds; reject=Reject clips without interface roll-up or with only static cloud shapes.; hard_negative_concepts=surface gravity waves; smoke plume; static cloud bands,DCR,DCR_PHY_WAVE_001,Kelvin-Helmholtz instability,339
